Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Endothelial Cell Migration (GO:0010594)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	BCAR1
Regulation Of Heart Contraction (GO:0008016)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	HSPB7
Regulation Of Inflammatory Response (GO:0050727)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	AHSG
Regulation Of Microtubule-Based Process (GO:0032886)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	MAPT
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	MAP4K4
Chemical Synaptic Transmission (GO:0007268)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	SEPTIN9
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	BCLAF1
Positive Regulation Of Cell Cycle (GO:0045787)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	RAD23A
Positive Regulation Of Cell Cycle Process (GO:0090068)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	NSFL1C
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	CARMIL1
Selective Autophagy (GO:0061912)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	SQSTM1
Positive Regulation Of Neuron Projection Development (GO:0010976)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	DPYSL3
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	TRIM28
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	HSPB1
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	HSPB1
Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	THRAP3
Negative Regulation Of Cellular Catabolic Process (GO:0031330)	1/14	0.540872180343742	0.6367410588702782	0	0	1.3541666666666667	0.8322333142352729	DAP
Protein Transport (GO:0015031)	3/53	0.5522765761211398	0.64930799570385	0	0	1.0551063829787235	0.6264233220308574	SEC23IP;SEPTIN9;SPTBN1
Regulation Of Programmed Cell Death (GO:0043067)	2/34	0.5556864808821123	0.6522915489074699	0	0	1.0993421052631578	0.6459195830586569	RTN4;BCAR1
Negative Regulation Of Developmental Process (GO:0051093)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	MAPT
Negative Regulation Of Phosphorylation (GO:0042326)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	MAPT
Regulation Of Microtubule Polymerization (GO:0031113)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	MAPT
Cellular Response To Salt (GO:1902075)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	CDKN2AIP
Response To Calcium Ion (GO:0051592)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	CDKN2AIP
Endosome To Lysosome Transport (GO:0008333)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	UBXN6
Vesicle Fusion (GO:0006906)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	CAV2
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	DPYSL3
Positive Regulation Of Vasculature Development (GO:1904018)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	HSPB1
Macromolecule Catabolic Process (GO:0009057)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	SQSTM1
Regulation Of RNA Metabolic Process (GO:0051252)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	AHNAK
Negative Regulation Of Autophagy (GO:0010507)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	DAP
Negative Regulation Of Binding (GO:0051100)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	LRPAP1
Negative Regulation Of Catabolic Process (GO:0009895)	1/15	0.5658079502882772	0.6522915489074699	0	0	1.2566964285714286	0.715689330883509	SGTA
Regulation Of Neuron Projection Development (GO:0010975)	2/35	0.5717203218185517	0.6574045044166809	0	0	1.065390749601276	0.5956656733185373	DPYSL3;SHANK3
Central Nervous System Development (GO:0007417)	2/35	0.5717203218185517	0.6574045044166809	0	0	1.065390749601276	0.5956656733185373	RTN4;SPTBN1
Negative Regulation Of Protein Phosphorylation (GO:0001933)	2/36	0.5873373518030992	0.6716624144653882	0	0	1.03343653250774	0.5499493679824887	HSPB1;ENG
Regulation Of Focal Adhesion Assembly (GO:0051893)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	MAP4K4
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	KSR1
Cell Junction Assembly (GO:0034329)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	SHANK3
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	HSPB1
Circulatory System Development (GO:0072359)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	PDLIM2
Positive Regulation Of Angiogenesis (GO:0045766)	1/16	0.5894026356151328	0.6716624144653882	0	0	1.1722222222222223	0.6196902805906518	HSPB1
Vesicle-Mediated Transport (GO:0016192)	4/77	0.605789347892864	0.6865543618760166	0	0	0.9603770805715127	0.48136304695978754	SPAG9;CAV2;SEPTIN9;SQSTM1
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	LSM14A
Negative Regulation Of Protein Kinase Activity (GO:0006469)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	HSPB1
Plasma Membrane Organization (GO:0007009)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	SPTBN1
Positive Regulation Of DNA Metabolic Process (GO:0051054)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	TRIM28
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	TRIM28
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	AJUBA
Intracellular Calcium Ion Homeostasis (GO:0006874)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	CAV2
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	JMY
Positive Regulation Of Transferase Activity (GO:0051347)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	APOA4
Mitochondrion Organization (GO:0007005)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	CAV2
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	1/17	0.6117276505254845	0.6865543618760166	0	0	1.0983072916666667	0.5397830099327465	DAP
Negative Regulation Of Protein Modification Process (GO:0031400)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	MAPT
Cellular Response To Nutrient Levels (GO:0031669)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	JMY
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	TRIM25
Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	EEF2
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	RAD23A
Protein Catabolic Process (GO:0030163)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	SQSTM1
Regulation Of Cell-Matrix Adhesion (GO:0001952)	1/18	0.6328506442864539	0.70404634176868	0	0	1.0330882352941178	0.47265939066937596	MAP4K4
Nervous System Development (GO:0007399)	2/40	0.6456163363155394	0.7164570315721074	0	0	0.9224376731301939	0.4036124731357032	SHANK3;SPTBN1
Regulation Of GTPase Activity (GO:0043087)	2/40	0.6456163363155394	0.7164570315721074	0	0	0.9224376731301939	0.4036124731357032	CAV2;MAP4K4
Organelle Organization (GO:0006996)	4/81	0.6465525405913624	0.7166024422494551	0	0	0.9082530372852954	0.39608988959519575	NSFL1C;SEC23IP;CAV2;AJUBA
Neuron Development (GO:0048666)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	MAPT
Cellular Response To Lipid (GO:0071396)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	SPP1
Regulation Of Vesicle-Mediated Transport (GO:0060627)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	STXBP5L
Heart Development (GO:0007507)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	PDLIM2
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	RAD23A
Regulation Of DNA Repair (GO:0006282)	1/19	0.652835697672091	0.7181999640644758	0	0	0.9751157407407407	0.4158184033711573	TRIM28
Regulation Of Mitotic Cell Cycle (GO:0007346)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	CAV2
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	ENG
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	C5AR1
Positive Regulation Of Autophagy (GO:0010508)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	SQSTM1
Positive Regulation Of Translation (GO:0045727)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	EEF2
Protein Localization To Nucleus (GO:0034504)	1/20	0.6717435093807461	0.7335603967470724	0	0	0.9232456140350878	0.36733975895723503	LMNA
Positive Regulation Of DNA-templated Transcription (GO:0045893)	8/164	0.6736005068242804	0.7346868272960901	0	0	0.8913857677902621	0.35220261852818197	RBM14;BCLAF1;TRIM28;THRAP3;SPP1;SQSTM1;ATF3;ENG
Negative Regulation Of DNA-templated Transcription (GO:0045892)	6/125	0.679465874366153	0.7401770234833246	0	0	0.8776433650383231	0.33916375863516185	DAP;BCLAF1;TRIM28;IRF2BP1;LRRFIP1;ATF3
Regulation Of Protein Phosphorylation (GO:0001932)	2/43	0.6849732295257321	0.7452642717333761	0	0	0.8534017971758665	0.3229063508814855	HSPB1;ENG
RNA Metabolic Process (GO:0016070)	1/21	0.68963157254781	0.7466813863352201	0	0	0.8765625	0.3257286762469977	ATXN2L
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/21	0.68963157254781	0.7466813863352201	0	0	0.8765625	0.3257286762469977	TRIM25
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	1/21	0.68963157254781	0.7466813863352201	0	0	0.8765625	0.3257286762469977	LSM14A
Regulation Of Cell Cycle Process (GO:0010564)	1/21	0.68963157254781	0.7466813863352201	0	0	0.8765625	0.3257286762469977	CAV2
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	6/127	0.6946824094763308	0.7512361414750114	0	0	0.8620470438652257	0.31404417137927887	RBM14;BCLAF1;THRAP3;SQSTM1;ATF3;ENG
Protein Ubiquitination (GO:0016567)	2/44	0.6972834890580422	0.7522209760747365	0	0	0.8325814536340852	0.3001982526873315	IRF2BP1;TRIM25
Negative Regulation Of Cell Population Proliferation (GO:0008285)	2/44	0.6972834890580422	0.7522209760747365	0	0	0.8325814536340852	0.3001982526873315	LMNA;DIS3L2
Actomyosin Structure Organization (GO:0031032)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	ZYX
Cellular Response To Metal Ion (GO:0071248)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	CDKN2AIP
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	EEF2
Protein Localization To Organelle (GO:0033365)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	LMNA
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	CARMIL1
Regulation Of Cell Motility (GO:2000145)	1/22	0.7065543425924368	0.7567188506706002	0	0	0.8343253968253969	0.28980723319110757	LMNA
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	2/45	0.7091985570135652	0.7586378794976839	0	0	0.8127294981640147	0.2792698984040718	AJUBA;ENG
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	10/210	0.7141354013135884	0.7630018093266431	0	0	0.8637931034482759	0.2908241916562591	RBM14;BCLAF1;THRAP3;JMY;IRF2BP1;LRRFIP1;SQSTM1;ATF3;CDKN2AIP;ENG
Negative Regulation Of Translation (GO:0017148)	1/23	0.7225633959380332	0.7701573920776641	0	0	0.7959280303030303	0.2586369070496867	LSM14A
Regulation Of RNA Splicing (GO:0043484)	1/23	0.7225633959380332	0.7701573920776641	0	0	0.7959280303030303	0.2586369070496867	AHNAK
Cellular Response To Organic Cyclic Compound (GO:0071407)	1/24	0.7377075806487009	0.7816187461635046	0	0	0.7608695652173914	0.2314624299565189	SPP1
Retrograde Transport, Endosome To Golgi (GO:0042147)	1/24	0.7377075806487009	0.7816187461635046	0	0	0.7608695652173914	0.2314624299565189	SPAG9
Macromolecule Biosynthetic Process (GO:0009059)	1/24	0.7377075806487009	0.7816187461635046	0	0	0.7608695652173914	0.2314624299565189	EEF2
Regulation Of Ras Protein Signal Transduction (GO:0046578)	1/24	0.7377075806487009	0.7816187461635046	0	0	0.7608695652173914	0.2314624299565189	SQSTM1
Regulation Of Angiogenesis (GO:0045765)	1/24	0.7377075806487009	0.7816187461635046	0	0	0.7608695652173914	0.2314624299565189	HSPB1
Positive Regulation Of Cellular Process (GO:0048522)	3/71	0.7491065581220931	0.7911459951165073	0	0	0.7673654568210263	0.22167195843919152	RAD23A;MAPT;CDKN2AIP
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	3/71	0.7491065581220931	0.7911459951165073	0	0	0.7673654568210263	0.22167195843919152	TRIM28;THRAP3;SPP1
Dephosphorylation (GO:0016311)	1/25	0.7520331594028822	0.7911459951165073	0	0	0.7287326388888888	0.20767048251273726	PTPN12
Small GTPase Mediated Signal Transduction (GO:0007264)	1/25	0.7520331594028822	0.7911459951165073	0	0	0.7287326388888888	0.20767048251273726	KSR1
Protein Dephosphorylation (GO:0006470)	1/25	0.7520331594028822	0.7911459951165073	0	0	0.7287326388888888	0.20767048251273726	PTPN12
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	1/25	0.7520331594028822	0.7911459951165073	0	0	0.7287326388888888	0.20767048251273726	C5AR1
Positive Regulation Of GTPase Activity (GO:0043547)	2/49	0.7530405774750023	0.791270500534536	0	0	0.7417693169092945	0.21039260427761416	CAV2;MAP4K4
Protein Localization (GO:0008104)	3/72	0.7577136169597418	0.7952418857242574	0	0	0.755781683626272	0.20969146091807148	SEC23IP;SEPTIN9;SQSTM1
Endosomal Transport (GO:0016197)	2/50	0.7630833296641862	0.7999342325101598	0	0	0.7258771929824561	0.19626851183291508	SPAG9;SQSTM1
Regulation Of Protein Ubiquitination (GO:0031396)	1/26	0.7655839448726068	0.8006694605600707	0	0	0.6991666666666667	0.18675888978914948	SQSTM1
Receptor-Mediated Endocytosis (GO:0006898)	1/26	0.7655839448726068	0.8006694605600707	0	0	0.6991666666666667	0.18675888978914948	CAV2
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	3/74	0.7742237208242544	0.8087548257436461	0	0	0.7335930476475877	0.18772235436039197	DAP;BCLAF1;TRIM28
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/27	0.7784014283708072	0.8112146033372581	0	0	0.671875	0.16831336349126644	RAD23A
Cilium Assembly (GO:0060271)	1/27	0.7784014283708072	0.8112146033372581	0	0	0.671875	0.16831336349126644	TRAPPC14
RNA Splicing (GO:0008380)	1/28	0.7905249011648454	0.8196875124942792	0	0	0.6466049382716049	0.15198974266258677	DBR1
Negative Regulation Of Protein Metabolic Process (GO:0051248)	1/28	0.7905249011648454	0.8196875124942792	0	0	0.6466049382716049	0.15198974266258677	LSM14A
Regulation Of Protein Binding (GO:0043393)	1/28	0.7905249011648454	0.8196875124942792	0	0	0.6466049382716049	0.15198974266258677	LRPAP1
Cilium Organization (GO:0044782)	1/28	0.7905249011648454	0.8196875124942792	0	0	0.6466049382716049	0.15198974266258677	TRAPPC14
Positive Regulation Of Gene Expression (GO:0010628)	2/53	0.7911365991377369	0.8196875124942792	0	0	0.6819401444788442	0.15976809744564321	RBM14;EEF2
Cytoskeleton Organization (GO:0007010)	1/29	0.801991570486431	0.8290040624075767	0	0	0.6231398809523809	0.13750028998959174	AJUBA
Positive Regulation Of Phosphorylation (GO:0042327)	1/29	0.801991570486431	0.8290040624075767	0	0	0.6231398809523809	0.13750028998959174	ENG
Intracellular Protein Transport (GO:0006886)	2/55	0.8081935844229503	0.8344458122232318	0	0	0.6554121151936445	0.13957241167179682	SEC23IP;SEPTIN9
Ras Protein Signal Transduction (GO:0007265)	1/31	0.8230935565269173	0.8459044634052615	0	0	0.5809027777777778	0.11309329391276651	KSR1
Cytosolic Transport (GO:0016482)	1/31	0.8230935565269173	0.8459044634052615	0	0	0.5809027777777778	0.11309329391276651	SPAG9
Positive Regulation Of Cytokine Production (GO:0001819)	1/31	0.8230935565269173	0.8459044634052615	0	0	0.5809027777777778	0.11309329391276651	SPTBN1
Transcription By RNA Polymerase II (GO:0006366)	1/31	0.8230935565269173	0.8459044634052615	0	0	0.5809027777777778	0.11309329391276651	C5AR1
DNA Metabolic Process (GO:0006259)	1/32	0.832793822898369	0.852918875005234	0	0	0.5618279569892473	0.10279720001715088	TRIM28
Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	1/32	0.832793822898369	0.852918875005234	0	0	0.5618279569892473	0.10279720001715088	SQSTM1
Regulation Of Cellular Component Organization (GO:0051128)	1/32	0.832793822898369	0.852918875005234	0	0	0.5618279569892473	0.10279720001715088	BCAR1
Regulation Of Cytoskeleton Organization (GO:0051493)	1/33	0.841967376644983	0.8613229485218792	0	0	0.5439453125	0.09356621473259191	MAPT
Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	1/34	0.8506425356277583	0.8682016705375056	0	0	0.5271464646464646	0.08527294685304324	AJUBA
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	1/34	0.8506425356277583	0.8682016705375056	0	0	0.5271464646464646	0.08527294685304324	THRAP3
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/86	0.855042853658226	0.8716931726870802	0	0	0.6229172007177647	0.09755113223656046	IRF2BP1;LRRFIP1;ATF3
Negative Regulation Of Programmed Cell Death (GO:0043069)	2/63	0.8647399677292565	0.880453311242863	0	0	0.566695427092321	0.0823558247821307	HSPB1;MAP4K4
Positive Regulation Of Protein Modification Process (GO:0031401)	1/36	0.8666034838749977	0.880453311242863	0	0	0.49642857142857144	0.07107553993998725	ENG
protein-RNA Complex Assembly (GO:0022618)	1/36	0.8666034838749977	0.880453311242863	0	0	0.49642857142857144	0.07107553993998725	EIF3B
Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/39	0.8874323584434505	0.899561274504181	0	0	0.4564144736842105	0.05450637490822868	EEF2
Regulation Of Cell Cycle (GO:0051726)	1/39	0.8874323584434505	0.899561274504181	0	0	0.4564144736842105	0.05450637490822868	RAD23A
Regulation Of Gene Expression (GO:0010468)	4/122	0.9074934208383312	0.9188499937953524	0	0	0.5777291780572261	0.05607957199760207	AHNAK;MAPT;AJUBA;ENG
Protein Modification By Small Protein Conjugation (GO:0032446)	1/43	0.9102767834441147	0.9195758652273123	0	0	0.41195436507936506	0.03872641606952942	TRIM28
Protein Stabilization (GO:0050821)	1/43	0.9102767834441147	0.9195758652273123	0	0	0.41195436507936506	0.03872641606952942	RTN4
Endocytosis (GO:0006897)	1/44	0.9152300966263751	0.9224856013561425	0	0	0.4021317829457364	0.03562074228969847	AHSG
Gene Expression (GO:0010467)	1/44	0.9152300966263751	0.9224856013561425	0	0	0.4021317829457364	0.03562074228969847	AGFG1
Negative Regulation Of Apoptotic Process (GO:0043066)	2/74	0.9179221115560039	0.9241523521321758	0	0	0.47690058479532166	0.04084307172160508	HSPB1;MAP4K4
Positive Regulation Of Cell Population Proliferation (GO:0008284)	1/51	0.9430891257343523	0.9484173128853939	0	0	0.344375	0.020178476750205385	C5AR1
Chromatin Organization (GO:0006325)	1/52	0.9462453054674614	0.9505172933025289	0	0	0.3374183006535948	0.018643520291321717	TRIM28
Positive Regulation Of Protein Phosphorylation (GO:0001934)	1/55	0.9547110121281728	0.9579400234431498	0	0	0.31809413580246915	0.01474257830161751	ENG
Protein Modification Process (GO:0036211)	2/118	0.9905232026322555	0.9927541107462922	0	0	0.28802177858439204	0.002742539904013779	PTPN12;MAP4K4
Phosphorylation (GO:0016310)	1/89	0.993642194717145	0.9947599024727323	0	0	0.19116950757575757	0.0012192986571929322	MAP4K4
Protein Phosphorylation (GO:0006468)	1/98	0.9962436877636944	0.9962436877636944	0	0	0.1724656357388316	6.49054568286807E-4	MAP4K4
